交易類型,行政區,交易日期,地址,建物型態,移轉層次,總樓層,房型,總坪數,成交總價(萬),車位總價(萬),每坪單價(萬),含車位,車位類別,成交建案名稱,備註
預售屋,苓雅區,2026-01-20,高雄市苓雅區建國一路、正義路口,住宅大樓(11層含以上有電梯),十二層,29,3房1廳2衛,47.4,1020.0,190.0,17.51,是,坡道平面,京城舞極,
預售屋,苓雅區,2026-02-04,高雄市苓雅區建國一路、正義路口,住宅大樓(11層含以上有電梯),十三層,29,3房1廳2衛,55.97,1156.0,360.0,14.22,是,坡道平面,京城舞極,
預售屋,苓雅區,2026-02-08,高雄市苓雅區衛武段658、661地號建國一路、正義路口,住宅大樓(11層含以上有電梯),十一層,29,3房2廳2衛,62.85,2220.0,460.0,28.0,是,坡道平面,京城舞極,
預售屋,仁武區,2025-11-17,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),十三層,14,3房2廳2衛,46.45,1258.0,155.0,23.75,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2025-11-17,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),九層,14,2房2廳2衛,37.45,1012.0,165.0,22.62,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2025-11-17,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),九層,14,3房2廳2衛,46.45,1268.0,165.0,23.75,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2025-11-17,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),九層,13,3房2廳2衛,46.33,1245.0,155.0,23.53,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2025-11-17,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),九層,13,2房2廳2衛,37.45,1000.0,155.0,22.56,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2025-11-17,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),五層,13,3房2廳2衛,46.66,1188.0,145.0,22.35,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2025-11-24,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),八層,13,3房2廳2衛,46.33,1227.0,145.0,23.35,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2025-11-24,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),六層,13,3房2廳2衛,56.64,1383.0,320.0,18.77,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2025-11-24,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),七層,13,3房2廳2衛,46.28,1238.0,165.0,23.18,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2025-11-24,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),十一層,13,3房2廳2衛,46.28,1247.0,165.0,23.38,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2025-11-24,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),五層,13,2房2廳2衛,35.9,899.0,135.0,21.28,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2025-11-24,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),八層,13,2房2廳2衛,35.9,937.0,155.0,21.78,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2025-12-01,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),七層,13,3房2廳2衛,46.33,1218.0,145.0,23.16,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2025-12-01,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),四層,13,3房2廳2衛,45.94,1175.0,135.0,22.64,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2025-12-01,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),十層,13,3房2廳2衛,46.28,1251.0,165.0,23.47,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2025-12-01,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),九層,13,2房2廳2衛,36.24,950.0,165.0,21.66,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2025-12-08,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),三層,14,3房2廳2衛,57.15,1420.0,330.0,19.07,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2025-12-08,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),十一層,14,2房2廳1衛,35.56,946.0,165.0,21.96,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2025-12-08,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),七層,13,2房2廳2衛,37.45,980.0,145.0,22.3,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2025-12-07,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),十層,13,3房2廳2衛,46.66,1289.0,155.0,24.3,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2025-12-22,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),三層,14,3房2廳2衛,46.45,1250.0,145.0,23.79,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2025-12-15,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),四層,14,3房2廳2衛,46.45,1235.0,145.0,23.47,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2025-12-15,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),三層,13,2房2廳2衛,37.11,968.0,155.0,21.91,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2025-12-15,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),六層,13,2房2廳2衛,37.45,973.0,145.0,22.11,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2025-12-15,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),十一層,13,3房2廳2衛,46.66,1258.0,165.0,23.42,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2025-12-22,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),四層,14,3房2廳2衛,46.45,1250.0,145.0,23.79,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2025-12-22,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),七層,14,2房2廳1衛,35.56,938.0,145.0,22.3,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2025-12-29,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),十四層,14,3房2廳2衛,57.15,1434.0,290.0,20.02,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2025-12-29,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),八層,13,2房2廳2衛,37.11,1000.0,145.0,23.04,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2025-12-29,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),六層,13,3房2廳2衛,46.66,1240.0,155.0,23.25,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2026-01-05,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),十四層,14,2房2廳2衛,37.45,1030.0,165.0,23.1,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2026-01-05,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),四層,14,2房2廳1衛,35.23,906.0,135.0,21.88,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2026-01-05,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),十四層,14,2房2廳1衛,35.56,963.0,165.0,22.44,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2026-01-05,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),十層,13,2房2廳2衛,25.54,787.0,0.0,30.81,否,,佳鋐雄匯,親友、員工、共有人或其他特殊關係間之交易；
預售屋,仁武區,2026-01-12,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),十四層,14,3房2廳2衛,46.45,1305.0,155.0,24.76,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2026-01-12,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),三層,14,2房2廳1衛,35.56,919.0,145.0,21.77,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2026-01-12,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),十三層,13,3房2廳2衛,46.28,1250.0,145.0,23.88,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2026-01-19,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),十二層,13,2房2廳2衛,37.45,1015.0,145.0,23.23,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2026-01-19,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),四層,13,3房2廳2衛,46.66,1240.0,145.0,23.47,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2026-01-26,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),六層,14,2房2廳1衛,35.56,956.0,155.0,22.53,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2026-01-26,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),二層,13,3房2廳2衛,46.33,1255.0,145.0,23.96,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2026-02-02,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),五層,14,3房2廳2衛,46.45,1310.0,155.0,24.87,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2026-02-02,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),七層,14,3房2廳2衛,46.02,1265.0,135.0,24.55,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2026-02-09,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),十三層,14,2房2廳2衛,37.45,1050.0,145.0,24.17,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2026-02-09,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),五層,14,3房2廳2衛,46.36,1230.0,145.0,23.4,是,坡道平面,佳鋐雄匯,
預售屋,仁武區,2026-02-09,高雄市仁武區赤仁路,住宅大樓(11層含以上有電梯),二層,13,2房2廳2衛,35.9,950.0,135.0,22.7,是,坡道平面,佳鋐雄匯,
預售屋,小港區,2025-11-14,高雄市小港區宏平路439號旁,住宅大樓(11層含以上有電梯),五層,18,3房2廳2衛,54.79,1470.0,160.0,23.91,是,坡道平面,和築親親,
預售屋,三民區,2025-11-14,高雄市三民區鼎山街,住宅大樓(11層含以上有電梯),三層,15,2房2廳1衛,24.72,915.0,0.0,37.01,否,,和築豐彩,
預售屋,三民區,2025-11-14,高雄市三民區鼎山街,住宅大樓(11層含以上有電梯),一層,15,3房2廳2衛,37.29,1780.0,0.0,47.73,否,,和築豐彩,
預售屋,三民區,2025-11-21,高雄市三民區鼎山街,住宅大樓(11層含以上有電梯),三層,15,2房2廳1衛,24.64,913.0,0.0,37.05,否,,和築豐彩,
預售屋,三民區,2025-11-21,高雄市三民區鼎山街,住宅大樓(11層含以上有電梯),十二層,15,2房2廳1衛,24.07,910.0,0.0,37.81,否,,和築豐彩,
預售屋,三民區,2025-11-21,高雄市三民區鼎山街,住宅大樓(11層含以上有電梯),九層,15,3房2廳2衛,46.95,1768.0,210.0,33.18,是,坡道平面,和築豐彩,
預售屋,三民區,2025-12-04,高雄市三民區鼎山街,住宅大樓(11層含以上有電梯),六層,15,2房2廳1衛,24.72,921.0,0.0,37.26,否,,和築豐彩,
預售屋,三民區,2025-11-28,高雄市三民區鼎山街,住宅大樓(11層含以上有電梯),六層,15,2房2廳1衛,24.07,900.0,0.0,37.39,否,,和築豐彩,
預售屋,三民區,2025-12-12,高雄市三民區鼎山街,住宅大樓(11層含以上有電梯),十五層,15,2房2廳1衛,24.72,923.0,0.0,37.34,否,,和築豐彩,
預售屋,三民區,2025-12-12,高雄市三民區鼎山街,住宅大樓(11層含以上有電梯),六層,15,3房2廳2衛,47.63,1727.0,180.0,32.48,是,坡道平面,和築豐彩,
預售屋,三民區,2025-12-19,高雄市三民區鼎山街,住宅大樓(11層含以上有電梯),四層,15,2房2廳1衛,24.72,913.0,0.0,36.93,否,,和築豐彩,
預售屋,三民區,2025-12-26,高雄市三民區鼎山街,住宅大樓(11層含以上有電梯),八層,15,2房2廳1衛,24.07,902.0,0.0,37.47,否,,和築豐彩,
預售屋,三民區,2026-01-02,高雄市三民區鼎山街,住宅大樓(11層含以上有電梯),五層,15,3房2廳2衛,46.56,1722.0,195.0,32.8,是,坡道平面,和築豐彩,
預售屋,三民區,2026-01-09,高雄市三民區鼎山街,住宅大樓(11層含以上有電梯),十二層,15,2房2廳1衛,24.72,931.0,0.0,37.66,否,,和築豐彩,
預售屋,三民區,2026-01-16,高雄市三民區鼎山街,住宅大樓(11層含以上有電梯),七層,15,2房2廳1衛,24.07,900.0,0.0,37.39,否,,和築豐彩,
預售屋,三民區,2026-01-16,高雄市三民區鼎山街,住宅大樓(11層含以上有電梯),七層,15,2房2廳1衛,24.64,918.0,0.0,37.26,否,,和築豐彩,
預售屋,三民區,2026-01-30,高雄市三民區鼎山街,住宅大樓(11層含以上有電梯),十層,15,2房2廳2衛,25.24,968.0,0.0,38.35,否,,和築豐彩,
預售屋,三民區,2026-01-30,高雄市三民區鼎山街,住宅大樓(11層含以上有電梯),十四層,15,2房2廳1衛,24.07,913.0,0.0,37.93,否,,和築豐彩,
預售屋,三民區,2026-01-30,高雄市三民區鼎山街,住宅大樓(11層含以上有電梯),五層,15,2房2廳1衛,24.64,916.0,0.0,37.18,否,,和築豐彩,
預售屋,三民區,2026-02-06,高雄市三民區鼎山街,住宅大樓(11層含以上有電梯),四層,15,2房2廳1衛,24.07,888.0,0.0,36.89,否,,和築豐彩,
預售屋,三民區,2026-02-06,高雄市三民區鼎山街,住宅大樓(11層含以上有電梯),十三層,15,2房2廳2衛,25.24,972.0,0.0,38.51,否,,和築豐彩,
預售屋,楠梓區,2026-01-31,高雄市楠梓區右昌段五小段0816-0001地號,華廈(10層含以下有電梯),五層,5,2房2廳1衛,17.05,645.0,0.0,37.83,否,,尚美,
預售屋,鳳山區,2025-11-22,高雄市鳳山區林森路,華廈(10層含以下有電梯),七層,10,2房1廳2衛,22.02,810.0,0.0,36.78,否,,尚雍文心2,
預售屋,鼓山區,2025-12-19,高雄市鼓山區內惟段一小段1201地號,住宅大樓(11層含以上有電梯),七層,13,2房2廳2衛,38.57,1400.0,190.0,31.37,是,坡道平面,尚觀山房,
預售屋,苓雅區,2025-12-25,高雄市苓雅區建國一路,住宅大樓(11層含以上有電梯),十七層,27,3房2廳3衛,76.57,3450.0,225.0,42.12,是,坡道平面,知道明,
預售屋,鳳山區,2025-12-18,高雄市鳳山區中安路,住宅大樓(11層含以上有電梯),十層,15,2房2廳2衛,34.35,1126.0,200.0,26.96,是,坡道平面,花町院,
預售屋,鳳山區,2026-01-18,高雄市鳳山區中安路,住宅大樓(11層含以上有電梯),六層,15,3房2廳2衛,43.01,1410.0,210.0,27.9,是,坡道平面,花町院,
預售屋,鳳山區,2026-01-24,高雄市鳳山區中安路,住宅大樓(11層含以上有電梯),四層,15,2房2廳2衛,28.28,895.0,0.0,31.65,否,,花町院,
預售屋,鳳山區,2026-02-01,高雄市鳳山區中安路,住宅大樓(11層含以上有電梯),九層,15,2房2廳2衛,34.29,1135.0,200.0,27.27,是,坡道平面,花町院,
預售屋,三民區,2025-12-06,高雄市三民區灣華段301地號,住宅大樓(11層含以上有電梯),十四層,15,4房2廳2衛,68.74,2770.0,470.0,33.46,是,坡道平面,城揚TwinS,
預售屋,前金區,2025-11-28,高雄市前金區五福三路,住宅大樓(11層含以上有電梯),十四層,29,1房2廳1衛,24.44,1275.0,0.0,52.17,否,,星峰匯,雨遮面積得依法登記，不予計價
預售屋,前金區,2025-12-13,高雄市前金區五福三路,住宅大樓(11層含以上有電梯),二十八層,29,2房2廳2衛,39.08,1980.0,130.0,47.34,是,坡道機械,星峰匯,交易總價含下列非屬預售屋價格之費用:裝潢費；
預售屋,前金區,2026-01-10,高雄市前金區五福三路,住宅大樓(11層含以上有電梯),二十七層,29,3房2廳2衛,56.53,2695.0,250.0,43.25,是,坡道平面,星峰匯,雨遮面積得依法登記，不予計價
預售屋,前金區,2026-01-17,高雄市前金區五福三路,住宅大樓(11層含以上有電梯),二十七層,29,2房2廳2衛,49.65,2399.0,240.0,43.48,是,坡道平面,星峰匯,雨遮面積得依法登記，不予計價
預售屋,前金區,2026-01-08,高雄市前金區五福三路,住宅大樓(11層含以上有電梯),二十六層,29,2房2廳2衛,49.65,2339.0,215.0,42.78,是,坡道平面,星峰匯,雨遮面積得依法登記，不予計價親友、員工、共有人或其他特殊關係間之交易；
預售屋,前金區,2026-01-31,高雄市前金區五福三路,住宅大樓(11層含以上有電梯),二十五層,29,3房2廳2衛,54.25,2586.0,250.0,43.06,是,坡道平面,星峰匯,雨遮面積得依法登記，不予計價
預售屋,前金區,2026-02-09,高雄市前金區五福三路,住宅大樓(11層含以上有電梯),十六層,29,2房2廳2衛,51.41,2300.0,220.0,40.46,是,坡道平面,星峰匯,雨遮面積得依法登記，不予計價
預售屋,小港區,2025-11-15,高雄市小港區店鎮段138地號,住宅大樓(11層含以上有電梯),四層,15,2房2廳2衛,23.01,625.0,0.0,27.16,否,,春虹星綻,
預售屋,小港區,2025-11-30,高雄市小港區店鎮段138地號,住宅大樓(11層含以上有電梯),三層,15,3房2廳2衛,44.62,1061.0,150.0,20.42,是,坡道平面,春虹星綻,
預售屋,小港區,2025-11-15,高雄市小港區店鎮段138地號,住宅大樓(11層含以上有電梯),十層,15,3房2廳2衛,44.62,1151.0,180.0,21.76,是,坡道平面,春虹星綻,
預售屋,小港區,2025-12-07,高雄市小港區店鎮段138地號,住宅大樓(11層含以上有電梯),十層,15,2房2廳2衛,36.27,856.0,145.0,19.6,是,坡道平面,春虹星綻,
預售屋,小港區,2025-12-26,高雄市小港區店鎮段138地號,住宅大樓(11層含以上有電梯),三層,15,2房2廳2衛,21.9,611.0,0.0,27.9,否,,春虹星綻,
預售屋,小港區,2025-12-29,高雄市小港區店鎮段138地號,住宅大樓(11層含以上有電梯),九層,15,3房2廳2衛,28.3,831.0,0.0,29.36,否,,春虹星綻,
預售屋,小港區,2026-01-04,高雄市小港區店鎮段138地號,住宅大樓(11層含以上有電梯),八層,15,2房2廳2衛,23.74,697.0,0.0,29.36,否,,春虹星綻,
預售屋,小港區,2026-01-03,高雄市小港區店鎮段138地號,住宅大樓(11層含以上有電梯),十一層,15,2房2廳2衛,35.88,844.0,150.0,19.34,是,坡道平面,春虹星綻,
預售屋,小港區,2026-01-30,高雄市小港區店鎮段138地號,住宅大樓(11層含以上有電梯),五層,15,2房2廳2衛,23.01,666.0,0.0,28.94,否,,春虹星綻,
預售屋,楠梓區,2026-01-21,高雄市楠梓區後勁北路111巷,住宅大樓(11層含以上有電梯),六層,15,3房2廳2衛,42.69,1580.0,210.0,32.09,是,一樓平面,皇家美墅17期-捷.境,
預售屋,楠梓區,2026-02-06,高雄市楠梓區後勁北路111巷,住宅大樓(11層含以上有電梯),十層,15,3房2廳2衛,41.46,1610.0,210.0,33.77,是,一樓平面,皇家美墅17期-捷.境,
預售屋,鼓山區,2025-11-27,高雄市鼓山區美術東四路,住宅大樓(11層含以上有電梯),二十層,24,2房2廳2衛,32.76,1809.0,235.0,48.05,是,坡道平面,美術1808,
預售屋,鼓山區,2025-12-25,高雄市鼓山區美術東四路,住宅大樓(11層含以上有電梯),十八層,24,4房2廳2衛,59.87,2980.0,250.0,45.6,是,坡道平面,美術1808,
預售屋,鼓山區,2026-01-01,高雄市鼓山區美術東四路,住宅大樓(11層含以上有電梯),二十二層,24,2房1廳1衛,29.49,1627.0,235.0,47.2,是,坡道平面,美術1808,
預售屋,鼓山區,2026-01-19,高雄市鼓山區美術東四路,住宅大樓(11層含以上有電梯),六層,24,3房1廳2衛,35.63,1740.0,250.0,41.82,是,坡道平面,美術1808,
預售屋,鼓山區,2025-11-22,高雄市鼓山區內惟路255巷,華廈(10層含以下有電梯),四層,5,2房1廳2衛,26.38,1260.0,240.0,38.67,是,一樓平面,美術一品,
預售屋,苓雅區,2026-01-03,高雄市苓雅區成功一路,住宅大樓(11層含以上有電梯),七層,23,3房1廳2衛,30.69,1557.0,0.0,50.73,否,,郡都大成,
預售屋,苓雅區,2026-01-02,高雄市苓雅區成功一路,住宅大樓(11層含以上有電梯),四層,23,3房1廳2衛,30.69,1563.0,0.0,50.93,否,,郡都大成,
預售屋,苓雅區,2026-01-01,高雄市苓雅區成功一路,住宅大樓(11層含以上有電梯),十層,23,3房1廳2衛,30.69,1584.0,0.0,51.61,否,,郡都大成,
預售屋,苓雅區,2026-01-03,高雄市苓雅區成功一路,住宅大樓(11層含以上有電梯),五層,23,2房1廳2衛,35.99,1815.0,128.0,46.87,是,坡道機械,郡都大成,
預售屋,苓雅區,2026-01-01,高雄市苓雅區成功一路,住宅大樓(11層含以上有電梯),四層,23,2房1廳2衛,35.99,1784.0,118.0,46.29,是,坡道機械,郡都大成,
預售屋,苓雅區,2026-01-04,高雄市苓雅區成功一路,住宅大樓(11層含以上有電梯),十一層,23,3房1廳2衛,32.15,1742.0,118.0,50.51,是,坡道機械,郡都大成,
預售屋,苓雅區,2026-01-04,高雄市苓雅區成功一路,住宅大樓(11層含以上有電梯),十四層,23,3房1廳2衛,32.15,1764.0,128.0,50.89,是,坡道機械,郡都大成,
預售屋,苓雅區,2026-01-05,高雄市苓雅區成功一路,住宅大樓(11層含以上有電梯),十五層,23,2房1廳2衛,38.48,1991.0,215.0,46.15,是,坡道平面,郡都大成,
預售屋,苓雅區,2026-01-08,高雄市苓雅區成功一路,住宅大樓(11層含以上有電梯),十層,23,2房1廳2衛,38.73,1997.0,225.0,45.75,是,坡道平面,郡都大成,
預售屋,苓雅區,2026-01-09,高雄市苓雅區成功一路,住宅大樓(11層含以上有電梯),十九層,23,2房1廳2衛,38.73,2089.0,235.0,47.87,是,坡道平面,郡都大成,
預售屋,苓雅區,2026-01-13,高雄市苓雅區成功一路,住宅大樓(11層含以上有電梯),十六層,23,3房1廳2衛,32.15,1804.0,150.0,51.45,是,坡道機械,郡都大成,
預售屋,苓雅區,2026-01-15,高雄市苓雅區成功一路,住宅大樓(11層含以上有電梯),五層,23,2房1廳2衛,39.08,1993.0,260.0,44.34,是,坡道平面,郡都大成,
預售屋,苓雅區,2026-01-09,高雄市苓雅區成功一路,住宅大樓(11層含以上有電梯),三層,23,2房1廳2衛,24.07,1150.0,0.0,47.78,否,,郡都大成,
預售屋,苓雅區,2025-12-24,高雄市苓雅區成功一路,住宅大樓(11層含以上有電梯),十一層,23,2房1廳2衛,38.48,2095.0,215.0,48.86,是,坡道平面,郡都大成,
預售屋,苓雅區,2025-12-31,高雄市苓雅區成功一路,住宅大樓(11層含以上有電梯),二十三層,23,3房1廳2衛,34.22,1895.0,235.0,48.51,是,坡道平面,郡都大成,
預售屋,苓雅區,2026-01-10,高雄市苓雅區成功一路,住宅大樓(11層含以上有電梯),九層,23,2房1廳2衛,24.74,1250.0,0.0,50.53,否,,郡都大成,
預售屋,苓雅區,2026-01-18,高雄市苓雅區成功一路,住宅大樓(11層含以上有電梯),六層,23,2房1廳2衛,38.83,1925.0,225.0,43.78,是,坡道平面,郡都大成,
預售屋,苓雅區,2026-01-19,高雄市苓雅區成功一路,住宅大樓(11層含以上有電梯),十六層,23,2房1廳2衛,38.73,2059.0,225.0,47.35,是,坡道平面,郡都大成,
預售屋,苓雅區,2026-01-20,高雄市苓雅區成功一路,住宅大樓(11層含以上有電梯),二十一層,23,3房1廳2衛,34.62,1900.0,210.0,48.82,是,坡道平面,郡都大成,
預售屋,苓雅區,2026-01-23,高雄市苓雅區成功一路,住宅大樓(11層含以上有電梯),十三層,23,3房1廳2衛,30.69,1596.0,0.0,52.0,否,,郡都大成,
預售屋,苓雅區,2026-01-15,高雄市苓雅區成功一路,住宅大樓(11層含以上有電梯),七層,23,2房1廳2衛,38.83,1920.0,245.0,43.14,是,坡道平面,郡都大成,
預售屋,苓雅區,2026-01-19,高雄市苓雅區成功一路,住宅大樓(11層含以上有電梯),二十一層,23,2房1廳2衛,36.77,2045.0,245.0,48.95,是,坡道平面,郡都大成,
預售屋,苓雅區,2026-01-24,高雄市苓雅區成功一路,住宅大樓(11層含以上有電梯),六層,23,3房1廳2衛,30.69,1593.0,0.0,51.91,否,,郡都大成,
預售屋,苓雅區,2026-01-26,高雄市苓雅區成功一路,住宅大樓(11層含以上有電梯),三層,23,2房1廳2衛,39.08,1931.0,225.0,43.65,是,坡道平面,郡都大成,
預售屋,苓雅區,2026-01-27,高雄市苓雅區成功一路,住宅大樓(11層含以上有電梯),十二層,23,3房1廳2衛,30.69,1603.0,0.0,52.23,否,,郡都大成,
預售屋,苓雅區,2026-01-27,高雄市苓雅區成功一路,住宅大樓(11層含以上有電梯),二層,23,2房1廳2衛,24.07,1195.0,0.0,49.65,否,,郡都大成,
預售屋,苓雅區,2026-01-28,高雄市苓雅區成功一路,住宅大樓(11層含以上有電梯),九層,23,3房1廳2衛,30.69,1575.0,0.0,51.32,否,,郡都大成,
預售屋,苓雅區,2026-01-29,高雄市苓雅區成功一路,住宅大樓(11層含以上有電梯),六層,23,2房1廳2衛,39.08,2002.0,255.0,44.7,是,坡道平面,郡都大成,
預售屋,苓雅區,2026-01-25,高雄市苓雅區成功一路,住宅大樓(11層含以上有電梯),二十三層,23,2房1廳2衛,37.07,2055.0,250.0,48.69,是,坡道平面,郡都大成,
預售屋,苓雅區,2026-01-31,高雄市苓雅區成功一路,住宅大樓(11層含以上有電梯),十四層,23,2房1廳2衛,38.48,1972.0,235.0,45.14,是,坡道平面,郡都大成,
預售屋,苓雅區,2026-01-30,高雄市苓雅區成功一路,住宅大樓(11層含以上有電梯),三層,23,3房1廳2衛,30.69,1526.0,0.0,49.72,否,,郡都大成,
